unique_id,name,theme,entity,type,investment,lga,feature_type,lat,long,description
I_0074,Protecting Victoria’s park heritage icons,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$17 million*,Wyndham (C),Point,-37.93014,144.67101,"Funding is provided for building repairs to improve safety and enhance public access to iconic Victorian heritage sites including the Werribee Park Mansion, Point Nepean Forts and Lighthouses at Cape Otway, Cape Schanck, Point Hicks and Wilsons Promontory."
I_0075,Protecting Victoria’s park heritage icons,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$17 million*,Mornington Peninsula (S),Point,-38.30279,144.65264,"Funding is provided for building repairs to improve safety and enhance public access to iconic Victorian heritage sites including the Werribee Park Mansion, Point Nepean Forts and Lighthouses at Cape Otway, Cape Schanck, Point Hicks and Wilsons Promontory."
I_0076,Protecting Victoria’s park heritage icons,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$17 million*,Colac-Otway (S),Point,-38.856578,143.51188,"Funding is provided for building repairs to improve safety and enhance public access to iconic Victorian heritage sites including the Werribee Park Mansion, Point Nepean Forts and Lighthouses at Cape Otway, Cape Schanck, Point Hicks and Wilsons Promontory."
I_0077,Protecting Victoria’s park heritage icons,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$17 million*,Mornington Peninsula (S),Point,-38.49281,144.88643,"Funding is provided for building repairs to improve safety and enhance public access to iconic Victorian heritage sites including the Werribee Park Mansion, Point Nepean Forts and Lighthouses at Cape Otway, Cape Schanck, Point Hicks and Wilsons Promontory."
I_0078,Protecting Victoria’s park heritage icons,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$17 million*,East Gippsland (S),Point,-37.80176,149.27559,"Funding is provided for building repairs to improve safety and enhance public access to iconic Victorian heritage sites including the Werribee Park Mansion, Point Nepean Forts and Lighthouses at Cape Otway, Cape Schanck, Point Hicks and Wilsons Promontory."
I_0079,Protecting Victoria’s park heritage icons,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$17 million*,South Gippsland (S),Point,-39.115332,146.387772,"Funding is provided for building repairs to improve safety and enhance public access to iconic Victorian heritage sites including the Werribee Park Mansion, Point Nepean Forts and Lighthouses at Cape Otway, Cape Schanck, Point Hicks and Wilsons Promontory."
I_0081,Victoria’s great outdoors program,Environment and Parkland,"Department of Environment, Land, Water and Planning",Environment and Biodiversity,$1 million,Bass Coast (S),Point,-38.616431,145.546489,Funding is provided to further establish the Yallock-Bulluk Marine and Coastal Park including enhanced visitor facilities and linkages between existing parks and reserves along the coastline between San Remo and Inverloch.
I_0084,Community infrastructure accessibility and sustainability,Clean Energy,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.5 million*,Port Phillip (C),Point,-37.84766,144.97063,Funding is provided for works to improve access to community infrastructure and reduce the energy footprint of public buildings.
I_0085,Community infrastructure accessibility and sustainability,Clean Energy,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.5 million*,Queenscliffe (B),Point,-38.29163,144.61394,Funding is provided for works to improve access to community infrastructure and reduce the energy footprint of public buildings.
I_0086,Community infrastructure accessibility and sustainability,Clean Energy,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.5 million*,Whittlesea (C),Point,-37.64145,145.10249,Funding is provided for works to improve access to community infrastructure and reduce the energy footprint of public buildings.
I_0087,Community infrastructure accessibility and sustainability,Clean Energy,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.5 million*,Kingston (C),Point,-38.07181,145.12654,Funding is provided for works to improve access to community infrastructure and reduce the energy footprint of public buildings.
I_0088,Community infrastructure accessibility and sustainability,Clean Energy,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.5 million*,Greater Dandenong (C),Point,-38.05605,145.14845,Funding is provided for works to improve access to community infrastructure and reduce the energy footprint of public buildings.
I_0090,New and improved suburban parks,Environment and Parkland,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.8 million*,Casey (C),Point,-37.95313,145.23556,Funding is provided for new and improved parks and activating local parks to increase access to safe and contemporary park and recreation facilities. This includes upgrades at Dandenong Police Paddocks Reserve and Jells Park sports fields.
I_0091,New and improved suburban parks,Environment and Parkland,"Department of Environment, Land, Water and Planning",Management of Public Land and Forests,$9.8 million*,Monash (C),Point,-37.89635,145.19624,Funding is provided for new and improved parks and activating local parks to increase access to safe and contemporary park and recreation facilities. This includes upgrades at Dandenong Police Paddocks Reserve and Jells Park sports fields.
I_0094,Revitalising Central Geelong,Regional Investment,"Department of Environment, Land, Water and Planning",Planning and Heritage,$2.3 million,Greater Geelong (C),Point,-38.151216,144.360087,"Funding is provided to deliver the second laneways strategy breakthrough project at Market Street South, to improve connection between the nearby health and education precincts and the commercial heart of the city."
I_0120,Sustained support and improved housing outcomes,Strong Communities,"Department of Families, Fairness and Housing",Housing Assistance,$9.4 million*,Monash (C),Point,-37.887524,145.155308,"Funding is provided to continue the Homelessness After-Hours Service operated by the Salvation Army to continue responding to, and supporting, people experiencing homelessness. The Holmesglen Education First Youth Foyer operated by Launch Housing will also be continued."
I_0150,Completion of Modernisation of Metropolitan Melbourne PSRACS Strategy,Health,Department of Health,Aged Support Services,"$800,000",Mornington Peninsula (S),Point,-38.230367,145.041162,"Funding is provided to design and plan a new 60‑bed Public Sector Residential Aged Care Services facility, with 30 aged persons mental health (APMH) beds and a 30‑bed specialist dementia unit at the Mornington Centre."
I_0151,Supporting our frontline ambulance services,Emergency Services,Department of Health,Ambulance Emergency Services,$124 million*,Monash (C),Point,-37.920017,145.123424,"Funding is provided for Ambulance Victoria to recruit new paramedics and enhance fleet management, rostering and support functions in order to meet growth in demand for ambulance services. A second Mobile Stroke Unit will also be established to improve access to pre-hospital stroke treatment."
I_0163,Equitable cancer care and prevention,Health,Department of Health,Admitted Services,$37.5 million*,Ballarat (C),Point,-37.562581,143.850308,"Funding is provided to BreastScreen Victoria (BSV) to deliver additional breast cancer screening across new and existing services. Additional investment is provided to replace radiotherapy linear accelerators in Ballarat and Geelong, and install a new radiotherapy linear accelerator in Traralgon."
I_0164,Equitable cancer care and prevention,Health,Department of Health,Admitted Services,$37.5 million*,Greater Geelong (C),Point,-38.15020088,144.3613255,"Funding is provided to BreastScreen Victoria (BSV) to deliver additional breast cancer screening across new and existing services. Additional investment is provided to replace radiotherapy linear accelerators in Ballarat and Geelong, and install a new radiotherapy linear accelerator in Traralgon."
I_0165,Equitable cancer care and prevention,Health,Department of Health,Admitted Services,$37.5 million*,Latrobe (C),Point,-38.194425,146.542246,"Funding is provided to BreastScreen Victoria (BSV) to deliver additional breast cancer screening across new and existing services. Additional investment is provided to replace radiotherapy linear accelerators in Ballarat and Geelong, and install a new radiotherapy linear accelerator in Traralgon."
I_0170,Closing the gap – universal early years healthcare,Strong Communities,Department of Health,Maternal and Child Health and Early Parenting Services,$10.2 million*,Greater Bendigo (C),Point,-36.75961,144.27836,Additional funding is provided to support four new Early Parenting Centres becoming operational in 2023.
I_0171,Closing the gap – universal early years healthcare,Strong Communities,Department of Health,Maternal and Child Health and Early Parenting Services,$10.2 million*,Greater Geelong (C),Point,-38.14922,144.35945,Additional funding is provided to support four new Early Parenting Centres becoming operational in 2023.
I_0172,Closing the gap – universal early years healthcare,Strong Communities,Department of Health,Maternal and Child Health and Early Parenting Services,$10.2 million*,Whittlesea (C),Point,-37.51399,145.11473,Additional funding is provided to support four new Early Parenting Centres becoming operational in 2023.
I_0173,Closing the gap – universal early years healthcare,Strong Communities,Department of Health,Maternal and Child Health and Early Parenting Services,$10.2 million*,Wyndham (C),Point,-37.88896,144.62124,Additional funding is provided to support four new Early Parenting Centres becoming operational in 2023.
I_0496,Early Parenting Centre - Shepparton,Strong Communities,Department of Health,Maternal and Child Health and Early Parenting Services,$25 million,Greater Shepparton (C),Point,-36.383295,145.399809,Funding is provided to construct a 10 bed early parenting centre in Shepparton.
I_0175,Develop and expand high‐quality and therapeutic bed-based services,Mental Health,Department of Health,Mental Health Clinical Care,$218.4 million*,Monash (C),Point,-37.919949,145.124251,"Funding will support the operation of five emergency department mental health and alcohol and other drug hubs within Monash, St Vincent’s, Barwon, Western and Melbourne health services."
I_0176,Develop and expand high‐quality and therapeutic bed-based services,Mental Health,Department of Health,Mental Health Clinical Care,$218.4 million*,Yarra (C),Point,-37.806997,144.974965,"Funding will support the operation of five emergency department mental health and alcohol and other drug hubs within Monash, St Vincent’s, Barwon, Western and Melbourne health services."
I_0177,Develop and expand high‐quality and therapeutic bed-based services,Mental Health,Department of Health,Mental Health Clinical Care,$218.4 million*,Greater Geelong (C),Point,-38.08523,144.35685,"Funding will support the operation of five emergency department mental health and alcohol and other drug hubs within Monash, St Vincent’s, Barwon, Western and Melbourne health services."
I_0178,Develop and expand high‐quality and therapeutic bed-based services,Mental Health,Department of Health,Mental Health Clinical Care,$218.4 million*,Brimbank (C),Point,-37.75959,144.81703,"Funding will support the operation of five emergency department mental health and alcohol and other drug hubs within Monash, St Vincent’s, Barwon, Western and Melbourne health services."
I_0179,Develop and expand high‐quality and therapeutic bed-based services,Mental Health,Department of Health,Mental Health Clinical Care,$218.4 million*,Melbourne (C),Point,-37.79863,144.95605,"Funding will support the operation of five emergency department mental health and alcohol and other drug hubs within Monash, St Vincent’s, Barwon, Western and Melbourne health services."
I_0497,Mental health and alcohol and other drugs residential rehabilitation facility - Mildura,Mental Health,Department of Health,Drug Treatment and Rehabilitation,$36 million,Mildura (RC),Point,-34.208109,142.124683,Funding is provided to construct a 30 bed alcohol and other drugs residential rehabilitation facility including a withdrawal unit in Mildura servicing the Loddon Mallee region.
I_0194,Barwon Women’s and Children’s Hospital,Health,Department of Health,Admitted Services,More than $500 million,Greater Geelong (C),Point,-38.152092,144.36532,Funding is provided to expand women’s and children’s services at University Hospital Geelong.
I_0195,Providing additional bed capacity through modular facilities,Health,Department of Health,Admitted Services,$120 million*,Wyndham (C),Point,-37.887083,144.698118,"Funding is provided to establish additional capacity at Werribee Mercy Hospital, Northern Hospital and Casey Hospital."
I_0196,Providing additional bed capacity through modular facilities,Health,Department of Health,Admitted Services,$120 million*,Whittlesea (C),Point,-37.652869,145.014226,"Funding is provided to establish additional capacity at Werribee Mercy Hospital, Northern Hospital and Casey Hospital."
I_0197,Providing additional bed capacity through modular facilities,Health,Department of Health,Admitted Services,$120 million*,Casey (C),Point,-38.04514,145.346081,"Funding is provided to establish additional capacity at Werribee Mercy Hospital, Northern Hospital and Casey Hospital."
I_0199,Emergency Department Expansion Program - Casey Hospital and Werribee Mercy Hospital,Health,Department of Health,Admitted Services,$236 million*,Wyndham (C),Point,-37.887083,144.698118,Funding is provided to expand emergency department capacity at Casey Hospital and Werribee Mercy Hospital to address significant demand for emergency services.
I_0203,New Melton Hospital,Health,Department of Health,Admitted Services,More than $900 million,Melton (C),Point,-37.716333,144.60321,"Funding is provided to construct a new tertiary Melton Hospital in Cobblebank, which will provide 24-hour emergency services supported by over 100 medical and surgical beds, intensive care unit, maternity and neonatal services, mental health services, ambulatory care and a range of clinical supports."
I_0210,Additional Acute Mental Health Beds in Regional Victoria,Mental Health,Department of Health,Mental Health Clinical Care,$196 million*,Greater Shepparton (C),Point,-36.363994,145.404808,Funding is provided to replace and expand the existing mental health facility to incease acute and community mental health services at Goulburn Valley Health in Shepparton.
I_0215,Mental Health and Alcohol and Other Drugs emergency department hubs in regional Victoria,Mental Health,Department of Health,Mental Health Clinical Care,$6.5 million,Latrobe (C),Point,-38.218548,146.471714,Funding is provided to construct a new emergency department mental health and alcohol and other drug crisis hub at the Latrobe Regional Hospital.
I_0217,Redevelopment of Thomas Embling Hospital - Stage 2,Mental Health,Department of Health,Mental Health Clinical Care,$124 million,Yarra (C),Point,-37.78928,145.012406,"Funding is provided to deliver Stage 2 of the Redevelopment of Thomas Embling Hospital, which will deliver critical supporting infrastructure, including a new gatehouse and sally port, and bed refurbishments for patients."
I_0226,Transforming Western Melbourne,Strong Communities,"Department of Jobs, Precincts and Regions",Business Precincts,$2.8 million,Wyndham (C),Point,-37.917698,144.617577,Funding is provided to facilitate development in the Werribee National Employment and Innovation Cluster (NEIC).
I_0231,Creative Industries Portfolio Agencies Recovery,Arts,"Department of Jobs, Precincts and Regions",Creative Industries Portfolio Agencies,$125.1 million*,Melbourne (C),Point,-37.809842,144.964534,"Funding is provided to the Australian Centre of the Moving Image, State Library Victoria and Geelong Arts Centre to activate redeveloped spaces, inviting more visitors to explore the new spaces and program offering."
I_0232,Creative Industries Portfolio Agencies Recovery,Arts,"Department of Jobs, Precincts and Regions",Creative Industries Portfolio Agencies,$125.1 million*,Greater Geelong (C),Point,-38.147372,144.356511,"Funding is provided to the Australian Centre of the Moving Image, State Library Victoria and Geelong Arts Centre to activate redeveloped spaces, inviting more visitors to explore the new spaces and program offering."
I_0233,Creative Industries Portfolio Agencies Recovery,Arts,"Department of Jobs, Precincts and Regions",Creative Industries Portfolio Agencies,$125.1 million*,Melbourne (C),Point,-37.817657,144.9686,"Funding is provided to the Australian Centre of the Moving Image, State Library Victoria and Geelong Arts Centre to activate redeveloped spaces, inviting more visitors to explore the new spaces and program offering."
I_0235,Sustaining the NGV's Successful Exhibition Model,Arts,"Department of Jobs, Precincts and Regions",Creative Industries Portfolio Agencies,$32 million,Melbourne (C),Point,-37.822543,144.969085,"Funding is provided to continue the National Gallery of Victoria (NGV) Summer Programming and NGV Triennial, supporting the economic recovery of the CBD through blockbuster exhibitions that attract more visitors."
I_0238,Childhood Regenerative Medicine Commercialisation Facility,Strong Communities,"Department of Jobs, Precincts and Regions","Industry, Innovation, Medical Research and Small Business",$1 million,Melbourne (C),Point,-37.79373,144.94897,Funding is provided to support the development of a comprehensive business plan and investment case to expand stem cell research and translational regenerative medicine capabilities at the Murdoch Children’s Research Institute.
I_0253,Our suburbs: Living Local – supporting our suburbs to recover and thrive,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$24.7 million*,Knox (C),Point,-37.862439,145.285544,"Funding is provided to continue supporting our Suburban Revitalisation Boards in Boronia, Broadmeadows, Frankston, Lilydale, Melton, Noble Park, Reservoir and Tarneit."
I_0254,Our suburbs: Living Local – supporting our suburbs to recover and thrive,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$24.7 million*,Yarra Ranges (S),Point,-37.757377,145.351428,"Funding is provided to continue supporting our Suburban Revitalisation Boards in Boronia, Broadmeadows, Frankston, Lilydale, Melton, Noble Park, Reservoir and Tarneit."
I_0255,Our suburbs: Living Local – supporting our suburbs to recover and thrive,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$24.7 million*,Greater Dandenong (C),Point,-37.966266,145.174932,"Funding is provided to continue supporting our Suburban Revitalisation Boards in Boronia, Broadmeadows, Frankston, Lilydale, Melton, Noble Park, Reservoir and Tarneit."
I_0256,Our suburbs: Living Local – supporting our suburbs to recover and thrive,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$24.7 million*,Darebin (C),Point,-37.71625,145.006604,"Funding is provided to continue supporting our Suburban Revitalisation Boards in Boronia, Broadmeadows, Frankston, Lilydale, Melton, Noble Park, Reservoir and Tarneit."
I_0257,Our suburbs: Living Local – supporting our suburbs to recover and thrive,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$24.7 million*,Wyndham (C),Point,-37.837267,144.690631,"Funding is provided to continue supporting our Suburban Revitalisation Boards in Boronia, Broadmeadows, Frankston, Lilydale, Melton, Noble Park, Reservoir and Tarneit."
I_0258,Our suburbs: Living Local – supporting our suburbs to recover and thrive,Strong Communities,"Department of Jobs, Precincts and Regions",Local Government and Suburban Development,$24.7 million*,Melton (C),Point,-37.677161,144.612047,"Funding is provided to continue supporting our Suburban Revitalisation Boards in Boronia, Broadmeadows, Frankston, Lilydale, Melton, Noble Park, Reservoir and Tarneit."
I_0274,Emerald Tourist Railway,Sports and Recreation,"Department of Jobs, Precincts and Regions",Tourism and Major Events,$8.3 million,Cardinia (S),Point,-37.933979,145.439773,"Funding is provided to support the operation of the Emerald Tourist Railway, including the implementation of the Puffing Billy Master Plan."
I_0493,Horsham alternative proteins glasshouse complex and incubation hub,Regional Investment,"Department of Jobs, Precincts and Regions",Agriculture,$12 million,Horsham (RC),Point,-36.721439,142.172022,Funding is provided for a research glasshouse complex and incubation hub at the Horsham Grains Innovation Precinct.
I_0318,Improving Custodial Services for Youth Justice,Justice,Department of Justice and Community Safety,Youth Justice Custodial Services,$390.5 million,Wyndham (C),Point,-37.952514,144.568042,"Funding is provided for opening the Cherry Creek Youth Justice facility, behaviour support specialists, remand beds, and safe and stable workforce initiatives."
I_0323,Critical police infrastructure,Emergency Services,Department of Justice and Community Safety,Policing and Community Safety,$47 million*,Port Phillip (C),Point,-37.83486,144.95963,Funding is provided to build a replacement fit-for-purpose 24-hour South Melbourne police station and to build a new police station in Point Cook to serve the growing local community.
I_0324,Critical police infrastructure,Emergency Services,Department of Justice and Community Safety,Policing and Community Safety,$47 million*,Wyndham (C),Point,-37.917757,144.745468,Funding is provided to build a replacement fit-for-purpose 24-hour South Melbourne police station and to build a new police station in Point Cook to serve the growing local community.
I_0329,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Mitchell (S),Point,-37.295638,144.951701,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0330,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Greater Geelong (C),Point,-38.149012,144.361191,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0331,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Hume (C),Point,-37.594216,144.90934,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0333,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Hume (C),Point,-37.578375,144.710969,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0334,Delivering Victoria's Bus Plan,Public Transport,Department of Transport,Bus Services,$109 million*,Manningham (C),Point,-37.778969,145.084136,Funding is provided to deliver bus service improvements and accessibility upgrades that align with Victoria’s Bus Plan.
I_0339,Caulfield Station Interchange Project – planning,Public Transport,Department of Transport,Train Services,$2 million,Glen Eira (C),Point,-37.877412,145.042306,"Additional funding is provided to plan for future upgrades at Caulfield Station to improve customer amenity and passenger flows, with Caulfield Station to become a key interchange point following completion of the Metro Tunnel."
I_0348,Mickleham Road Upgrade – Stage 1,Roads,Department of Transport,Road Operations,$213 million,Hume (C),Point,-37.627679,144.882849,"Funding is provided to upgrade Mickleham Road between Somerton Road and Dellamore Boulevard, including intersection upgrades, bus priority infrastructure and a shared user path."
I_0351,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,Bayside (C),Point,-37.94437,144.99672,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0352,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,Mornington Peninsula (S),Point,-38.37023,144.82263,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0354,Local ports critical maintenance works,Sports and Recreation,Department of Transport,Ports and Freight,$18 million*,Mornington Peninsula (S),Point,-38.226935,145.027386,"Funding is provided to undertake critical works on Hampton Jetty, Rye Pier, Mornington Fishermans Jetty, Old Flinders Jetty, Lakes Entrance Fishing Cooperative Ltd South Jetty, Raymond Island Public Jetty and McLoughlins Beach Jetty, and install fenders at Gem Pier."
I_0356,West Gate Bridge maintenance,Roads,Department of Transport,Road Asset Management,$24 million,Hobsons Bay (C),Point,-37.829587,144.898293,"Funding is provided to deliver a program of maintenance work and upgrades to improve user safety and accessibility, while supporting Victoria’s economic growth, freight movement and employment."
I_0358,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Melbourne (C),Point,-37.81801,144.94619,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0478,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Yarra (C),Point,-37.78582,145.00583,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0474,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Greater Bendigo (C),Point,-36.75961,144.27836,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0477,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Whitehorse (C),Point,-37.817536,145.1149,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0482,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Moreland (C),Point,-37.732411,144.946995,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0483,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Greater Bendigo (C),Point,-36.704314,144.309277,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0484,Active transport,Roads,Department of Transport,Road Operations,$14.9 million*,Glen Eira (C),Point,-37.921111,145.058987,Funding is provided for a package of priority projects to improve connections and safety on Victoria’s walking and cycling network.
I_0360,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Cardinia (S),Point,-38.07935,145.51353,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0361,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Maroondah (C),Point,-37.83241,145.237107,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0362,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Casey (C),Point,-38.148239,145.31502,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0363,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Wyndham (C),Point,-37.80499,144.69593,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0364,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Melton (C),Point,-37.68779,144.70288,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0365,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Brimbank (C),Point,-37.77521,144.82905,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0367,Metropolitan road upgrades,Roads,Department of Transport,Road Operations,$126 million*,Knox (C),Point,-37.87956,145.26818,"Funding is provided to upgrade key roads and intersections in metropolitan Melbourne in order to improve network efficiency, travel times and road safety."
I_0368,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Greater Geelong (C),Point,-38.17973,144.42549,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0369,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Bass Coast (S),Point,-38.55617,145.48648,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0370,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,South Gippsland (S),Point,-38.363709,146.178382,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0371,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Wodonga (C),Point,-36.107013,146.870408,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0372,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Greater Geelong (C),Point,-38.15020088,144.3613255,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0373,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Greater Geelong (C),Point,-38.265416,144.445449,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0374,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Greater Shepparton (C),Point,-36.373417,145.400864,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0375,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,East Gippsland (S),Point,-37.87886,147.96152,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0376,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,East Gippsland (S),Point,-37.84344,147.58861,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0377,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Glenelg (S),Point,-38.348361,141.495028,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0378,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Colac-Otway (S),Point,-38.345068,143.456292,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0379,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Greater Bendigo (C),Point,-36.705276,144.316259,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0380,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Macedon Ranges (S),Point,-37.35793,144.52706,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0381,Regional road upgrades,Roads,Department of Transport,Road Operations,$101 million*,Ballarat (C),Point,-37.568317,143.796711,"Funding is provided for a number of upgrades on regional roads in order to improve network efficiency and road safety, and to develop high priority projects for future consideration."
I_0383,More VLocity trains,Public Transport,Department of Transport,Train Services,$250 million*,Greater Shepparton (C),Point,-36.383295,145.399809,Twelve new VLocity trains will be built in Victoria to support planned service improvements on the Shepparton and Warrnambool lines.
I_0485,More VLocity trains,Public Transport,Department of Transport,Train Services,$250 million*,Warrnambool (C),Point,-38.368532,142.498139,Twelve new VLocity trains will be built in Victoria to support planned service improvements on the Shepparton and Warrnambool lines.
I_0384,Bairnsdale train stabling upgrades,Public Transport,Department of Transport,Train Services,$30.9 million,East Gippsland (S),Point,-37.828734,147.627324,Funding is provided to facilitate stabling of VLocity trains at Bairnsdale station to enable the full service of VLocity trains on the Gippsland Line.
I_0490,Delivering the tram plan,Public Transport,Department of Transport,Tram Services,$81.1 million*,Melbourne (C),Point,-37.81051,144.96066,"Funding is provided to deliver a package of critical tram infrastructure works to improve safety, prepare for the Metro Tunnel opening and Next Generation Trams, and support the State to comply with Commonwealth Disability Standards for Accessible Public Transport (DSAPT)."
I_0491,Delivering the tram plan,Public Transport,Department of Transport,Tram Services,$81.1 million*,Port Phillip (C),Point,-37.83521,144.96156,"Funding is provided to deliver a package of critical tram infrastructure works to improve safety, prepare for the Metro Tunnel opening and Next Generation Trams, and support the State to comply with Commonwealth Disability Standards for Accessible Public Transport (DSAPT)."
